"yr_cyc_num","date_time","lat","long","vmax","mslp","typh_grade"
"29,","2019112900,","144N,","1382E,","65,","981,","TY,"
"29,","2019112906,","143N,","1381E,","60,","983,","TS,"
"29,","2019112906,","143N,","1381E,","60,","983,","TS,"
"29,","2019112912,","141N,","1378E,","60,","982,","TS,"
"29,","2019112912,","141N,","1378E,","60,","982,","TS,"
"29,","2019112918,","141N,","1372E,","60,","983,","TS,"
"29,","2019112918,","141N,","1372E,","60,","983,","TS,"
"29,","2019113000,","139N,","1362E,","65,","979,","TY,"
"29,","2019113000,","139N,","1362E,","65,","979,","TY,"
"29,","2019113000,","139N,","1362E,","65,","979,","TY,"
"29,","2019113006,","135N,","1353E,","65,","979,","TY,"
"29,","2019113006,","135N,","1353E,","65,","979,","TY,"
"29,","2019113006,","135N,","1353E,","65,","979,","TY,"
"29,","2019113012,","132N,","1340E,","65,","980,","TY,"
"29,","2019113012,","132N,","1340E,","65,","980,","TY,"
"29,","2019113012,","132N,","1340E,","65,","980,","TY,"
"29,","2019113018,","132N,","1328E,","65,","980,","TY,"
"29,","2019113018,","132N,","1328E,","65,","980,","TY,"
"29,","2019113018,","132N,","1328E,","65,","980,","TY,"
"29,","2019120100,","131N,","1314E,","60,","983,","TS,"
"29,","2019120100,","131N,","1314E,","60,","983,","TS,"
"29,","2019120106,","131N,","1300E,","60,","985,","TS,"
"29,","2019120106,","131N,","1300E,","60,","985,","TS,"
"29,","2019120112,","130N,","1288E,","65,","983,","TY,"
"29,","2019120112,","130N,","1288E,","65,","983,","TY,"
"29,","2019120112,","130N,","1288E,","65,","983,","TY,"
"29,","2019120118,","129N,","1277E,","80,","972,","TY,"
"29,","2019120118,","129N,","1277E,","80,","972,","TY,"
"29,","2019120118,","129N,","1277E,","80,","972,","TY,"
"29,","2019120200,","129N,","1266E,","95,","960,","TY,"
"29,","2019120200,","129N,","1266E,","95,","960,","TY,"
"29,","2019120200,","129N,","1266E,","95,","960,","TY,"
"29,","2019120206,","129N,","1256E,","115,","942,","TY,"
"29,","2019120206,","129N,","1256E,","115,","942,","TY,"
"29,","2019120206,","129N,","1256E,","115,","942,","TY,"
"29,","2019120212,","129N,","1247E,","120,","938,","TY,"
"29,","2019120212,","129N,","1247E,","120,","938,","TY,"
"29,","2019120212,","129N,","1247E,","120,","938,","TY,"
"29,","2019120218,","130N,","1234E,","115,","943,","TY,"
"29,","2019120218,","130N,","1234E,","115,","943,","TY,"
"29,","2019120218,","130N,","1234E,","115,","943,","TY,"
"29,","2019120300,","131N,","1222E,","105,","953,","TY,"
"29,","2019120300,","131N,","1222E,","105,","953,","TY,"
"29,","2019120300,","131N,","1222E,","105,","953,","TY,"
"29,","2019120306,","131N,","1211E,","90,","965,","TY,"
"29,","2019120306,","131N,","1211E,","90,","965,","TY,"
"29,","2019120306,","131N,","1211E,","90,","965,","TY,"
"29,","2019120312,","132N,","1201E,","80,","974,","TY,"
"29,","2019120312,","132N,","1201E,","80,","974,","TY,"
"29,","2019120312,","132N,","1201E,","80,","974,","TY,"
"29,","2019120318,","138N,","1191E,","60,","987,","TS,"
"29,","2019120318,","138N,","1191E,","60,","987,","TS,"
"29,","2019120400,","141N,","1181E,","55,","993,","TS,"
"29,","2019120400,","141N,","1181E,","55,","993,","TS,"
"29,","2019120406,","142N,","1172E,","50,","993,","TS,"
"29,","2019120406,","142N,","1172E,","50,","993,","TS,"
"29,","2019120412,","145N,","1163E,","40,","1001,","TS,"
"29,","2019120418,","147N,","1154E,","35,","1000,","TS,"
"29,","2019120500,","143N,","1143E,","30,","1004,","TD,"
"29,","2019120506,","138N,","1137E,","30,","1004,","TD,"
"29,","2019120512,","130N,","1134E,","30,","1004,","TD,"
"29,","2019120518,","122N,","1135E,","25,","1007,","TD,"
"29,","2019120600,","112N,","1134E,","20,","1010,","DB,"
"30,","2019121912,","52N,","1514E,","15,","1010,","DB,"
"30,","2019121918,","49N,","1502E,","15,","1010,","DB,"
"30,","2019122000,","48N,","1489E,","15,","1005,","DB,"
"30,","2019122006,","49N,","1475E,","15,","1007,","DB,"
"30,","2019122012,","50N,","1459E,","15,","1007,","DB,"
"30,","2019122018,","49N,","1441E,","20,","1005,","DB,"
"30,","2019122100,","48N,","1431E,","20,","1005,","DB,"
"30,","2019122106,","53N,","1425E,","20,","1005,","DB,"
"30,","2019122112,","59N,","1410E,","25,","1004,","TD,"
"30,","2019122118,","64N,","1399E,","30,","1002,","TD,"
"30,","2019122200,","70N,","1391E,","30,","1001,","TD,"
"30,","2019122206,","74N,","1381E,","35,","999,","TS,"
"30,","2019122212,","83N,","1368E,","35,","1003,","TS,"
"30,","2019122218,","89N,","1353E,","35,","1004,","TS,"
"30,","2019122300,","95N,","1337E,","40,","1001,","TS,"
"30,","2019122306,","100N,","1320E,","45,","1001,","TS,"
"30,","2019122312,","105N,","1309E,","50,","998,","TS,"
"30,","2019122318,","108N,","1292E,","65,","989,","TY,"
"30,","2019122318,","108N,","1292E,","65,","989,","TY,"
"30,","2019122400,","108N,","1277E,","75,","984,","TY,"
"30,","2019122400,","108N,","1277E,","75,","984,","TY,"
"30,","2019122400,","108N,","1277E,","75,","984,","TY,"
"30,","2019122406,","110N,","1263E,","85,","977,","TY,"
"30,","2019122406,","110N,","1263E,","85,","977,","TY,"
"30,","2019122406,","110N,","1263E,","85,","977,","TY,"
"30,","2019122412,","114N,","1249E,","90,","972,","TY,"
"30,","2019122412,","114N,","1249E,","90,","972,","TY,"
"30,","2019122412,","114N,","1249E,","90,","972,","TY,"
"30,","2019122418,","117N,","1234E,","95,","966,","TY,"
"30,","2019122418,","117N,","1234E,","95,","966,","TY,"
"30,","2019122418,","117N,","1234E,","95,","966,","TY,"
"30,","2019122500,","118N,","1224E,","105,","958,","TY,"
"30,","2019122500,","118N,","1224E,","105,","958,","TY,"
"30,","2019122500,","118N,","1224E,","105,","958,","TY,"
"30,","2019122506,","121N,","1214E,","105,","958,","TY,"
"30,","2019122506,","121N,","1214E,","105,","958,","TY,"
"30,","2019122506,","121N,","1214E,","105,","958,","TY,"
"30,","2019122512,","126N,","1202E,","100,","964,","TY,"
"30,","2019122512,","126N,","1202E,","100,","964,","TY,"
"30,","2019122512,","126N,","1202E,","100,","964,","TY,"
"30,","2019122518,","128N,","1193E,","90,","972,","TY,"
"30,","2019122518,","128N,","1193E,","90,","972,","TY,"
"30,","2019122518,","128N,","1193E,","90,","972,","TY,"
"30,","2019122600,","131N,","1186E,","85,","976,","TY,"
"30,","2019122600,","131N,","1186E,","85,","976,","TY,"
"30,","2019122600,","131N,","1186E,","85,","976,","TY,"
"30,","2019122606,","134N,","1181E,","85,","974,","TY,"
"30,","2019122606,","134N,","1181E,","85,","974,","TY,"
"30,","2019122606,","134N,","1181E,","85,","974,","TY,"
"30,","2019122612,","139N,","1177E,","80,","978,","TY,"
"30,","2019122612,","139N,","1177E,","80,","978,","TY,"
"30,","2019122612,","139N,","1177E,","80,","978,","TY,"
"30,","2019122618,","144N,","1173E,","75,","982,","TY,"
"30,","2019122618,","144N,","1173E,","75,","982,","TY,"
"30,","2019122618,","144N,","1173E,","75,","982,","TY,"
"30,","2019122700,","146N,","1171E,","65,","988,","TY,"
"30,","2019122700,","146N,","1171E,","65,","988,","TY,"
"30,","2019122700,","146N,","1171E,","65,","988,","TY,"
"30,","2019122706,","147N,","1168E,","55,","994,","TS,"
"30,","2019122706,","147N,","1168E,","55,","994,","TS,"
"30,","2019122712,","148N,","1165E,","50,","998,","TS,"
"30,","2019122712,","148N,","1165E,","50,","998,","TS,"
"30,","2019122718,","148N,","1160E,","45,","999,","TS,"
"30,","2019122800,","144N,","1152E,","35,","1005,","TS,"
"30,","2019122806,","144N,","1139E,","30,","1006,","TD,"
"30,","2019122812,","144N,","1130E,","25,","1009,","TD,"
"30,","2019122818,","146N,","1121E,","20,","1011,","DB,"
"30,","2019122900,","146N,","1117E,","20,","1010,","DB,"
"30,","2019122906,","145N,","1112E,","20,","1011,","DB,"
