"yr_cyc_num","date_time","lat","long","vmax","mslp","typh_grade"
"01,","2019010400,","26N,","1748E,","25,","1002,","TD,"
"01,","2019010406,","28N,","1748E,","25,","1002,","TD,"
"01,","2019010412,","29N,","1747E,","20,","1005,","DB,"
"01,","2019010418,","31N,","1746E,","20,","1005,","DB,"
"01,","2019010500,","33N,","1746E,","20,","1005,","DB,"
"01,","2019010506,","36N,","1748E,","20,","1005,","DB,"
"01,","2019010512,","38N,","1748E,","20,","1006,","DB,"
"01,","2019010518,","42N,","1748E,","20,","1006,","DB,"
"01,","2019010600,","45N,","1747E,","20,","1005,","DB,"
"01,","2019010606,","48N,","1744E,","20,","1005,","DB,"
"01,","2019010612,","51N,","1739E,","15,","1007,","DB,"
"01,","2019010618,","48N,","1734E,","15,","1007,","DB,"
"01,","2019010700,","46N,","1736E,","15,","1007,","DB,"
"01,","2019010706,","41N,","1736E,","15,","1007,","DB,"
"01,","2019010712,","35N,","1732E,","15,","1008,","DB,"
"01,","2019010718,","36N,","1725E,","15,","1008,","DB,"
"01,","2019010800,","37N,","1720E,","15,","1008,","DB,"
"01,","2019010806,","40N,","1714E,","15,","1008,","LO,"
"01,","2019010812,","42N,","1706E,","15,","1008,","LO,"
"01,","2019010818,","41N,","1695E,","15,","1007,","LO,"
"01,","2019010900,","38N,","1683E,","15,","1007,","LO,"
"01,","2019010906,","31N,","1673E,","15,","1007,","LO,"
"01,","2019010912,","22N,","1669E,","15,","1007,","LO,"
"01,","2019010918,","28N,","1656E,","15,","1007,","LO,"
"01,","2019011000,","38N,","1647E,","15,","1007,","LO,"
"01,","2019011006,","47N,","1638E,","15,","1005,","LO,"
"01,","2019011012,","50N,","1626E,","15,","1008,","LO,"
"01,","2019011018,","52N,","1613E,","15,","1008,","LO,"
"01,","2019011100,","52N,","1602E,","15,","1007,","LO,"
"01,","2019011106,","52N,","1595E,","15,","1006,","LO,"
"01,","2019011112,","53N,","1590E,","15,","1008,","LO,"
"01,","2019011118,","54N,","1586E,","15,","1006,","LO,"
"01,","2019011200,","55N,","1583E,","15,","1006,","LO,"
"01,","2019011206,","56N,","1581E,","15,","1006,","LO,"
"01,","2019011212,","56N,","1578E,","15,","1010,","LO,"
"01,","2019011218,","55N,","1574E,","15,","1004,","LO,"
"01,","2019011300,","54N,","1570E,","15,","1004,","LO,"
"01,","2019011306,","53N,","1566E,","15,","1010,","LO,"
"01,","2019011312,","51N,","1560E,","15,","1010,","LO,"
"01,","2019011318,","48N,","1553E,","15,","1010,","LO,"
"01,","2019011400,","46N,","1544E,","15,","1010,","LO,"
"01,","2019011406,","45N,","1536E,","15,","1002,","LO,"
"01,","2019011412,","45N,","1530E,","15,","1002,","LO,"
"01,","2019011418,","45N,","1525E,","15,","1003,","LO,"
"01,","2019011500,","44N,","1521E,","15,","1006,","LO,"
"01,","2019011506,","42N,","1516E,","15,","1006,","LO,"
"01,","2019011512,","40N,","1510E,","15,","1006,","LO,"
"01,","2019011518,","41N,","1503E,","15,","1005,","LO,"
"01,","2019011600,","41N,","1494E,","15,","1006,","LO,"
"01,","2019011606,","44N,","1481E,","15,","1006,","LO,"
"01,","2019011612,","53N,","1471E,","15,","1006,","LO,"
"01,","2019011618,","59N,","1460E,","15,","1006,","LO,"
"01,","2019011700,","59N,","1446E,","15,","1007,","LO,"
"01,","2019011706,","61N,","1432E,","15,","1005,","LO,"
"01,","2019011712,","63N,","1417E,","15,","1005,","LO,"
"01,","2019011718,","63N,","1402E,","20,","1005,","DB,"
"01,","2019011800,","64N,","1389E,","20,","1003,","DB,"
"01,","2019011806,","66N,","1382E,","20,","1005,","DB,"
"01,","2019011812,","69N,","1378E,","20,","1004,","DB,"
"01,","2019011818,","70N,","1365E,","20,","1004,","DB,"
"01,","2019011900,","66N,","1346E,","20,","1005,","DB,"
"01,","2019011906,","65N,","1323E,","20,","1005,","DB,"
"01,","2019011912,","70N,","1310E,","20,","1005,","DB,"
"01,","2019011918,","74N,","1297E,","20,","1004,","DB,"
"01,","2019012000,","77N,","1283E,","20,","1006,","DB,"
"01,","2019012006,","88N,","1274E,","20,","1006,","DB,"
"01,","2019012012,","97N,","1267E,","20,","1005,","DB,"
"01,","2019012018,","103N,","1265E,","20,","1006,","DB,"
"01,","2019012100,","109N,","1264E,","20,","1005,","DB,"
"01,","2019012106,","116N,","1263E,","25,","1004,","TD,"
"01,","2019012112,","126N,","1262E,","30,","1003,","TD,"
"01,","2019012118,","131N,","1262E,","25,","1005,","TD,"
"01,","2019012200,","133N,","1259E,","20,","1007,","DB,"
"01,","2019012206,","126N,","1257E,","20,","1006,","DB,"
"01,","2019012212,","120N,","1257E,","15,","1007,","DB,"
"02,","2019021812,","46N,","1628E,","20,","1007,","DB,"
"02,","2019021818,","49N,","1613E,","20,","1007,","DB,"
"02,","2019021900,","50N,","1597E,","25,","1004,","TD,"
"02,","2019021906,","49N,","1584E,","25,","1001,","TD,"
"02,","2019021912,","46N,","1570E,","30,","1001,","TD,"
"02,","2019021918,","46N,","1559E,","40,","993,","TS,"
"02,","2019022000,","47N,","1546E,","45,","995,","TS,"
"02,","2019022006,","50N,","1536E,","50,","985,","TS,"
"02,","2019022006,","50N,","1536E,","50,","985,","TS,"
"02,","2019022012,","53N,","1525E,","55,","991,","TS,"
"02,","2019022012,","53N,","1525E,","55,","991,","TS,"
"02,","2019022018,","58N,","1513E,","60,","987,","TS,"
"02,","2019022018,","58N,","1513E,","60,","987,","TS,"
"02,","2019022100,","62N,","1504E,","65,","984,","TY,"
"02,","2019022100,","62N,","1504E,","65,","984,","TY,"
"02,","2019022100,","62N,","1504E,","65,","984,","TY,"
"02,","2019022106,","66N,","1496E,","75,","979,","TY,"
"02,","2019022106,","66N,","1496E,","75,","979,","TY,"
"02,","2019022106,","66N,","1496E,","75,","979,","TY,"
"02,","2019022112,","71N,","1488E,","80,","973,","TY,"
"02,","2019022112,","71N,","1488E,","80,","973,","TY,"
"02,","2019022112,","71N,","1488E,","80,","973,","TY,"
"02,","2019022118,","77N,","1480E,","80,","973,","TY,"
"02,","2019022118,","77N,","1480E,","80,","973,","TY,"
"02,","2019022118,","77N,","1480E,","80,","973,","TY,"
"02,","2019022200,","83N,","1471E,","85,","970,","TY,"
"02,","2019022200,","83N,","1471E,","85,","970,","TY,"
"02,","2019022200,","83N,","1471E,","85,","970,","TY,"
"02,","2019022206,","91N,","1461E,","90,","967,","TY,"
"02,","2019022206,","91N,","1461E,","90,","967,","TY,"
"02,","2019022206,","91N,","1461E,","90,","967,","TY,"
"02,","2019022212,","99N,","1450E,","95,","962,","TY,"
"02,","2019022212,","99N,","1450E,","95,","962,","TY,"
"02,","2019022212,","99N,","1450E,","95,","962,","TY,"
"02,","2019022218,","102N,","1441E,","100,","958,","TY,"
"02,","2019022218,","102N,","1441E,","100,","958,","TY,"
"02,","2019022218,","102N,","1441E,","100,","958,","TY,"
"02,","2019022300,","107N,","1437E,","105,","953,","TY,"
"02,","2019022300,","107N,","1437E,","105,","953,","TY,"
"02,","2019022300,","107N,","1437E,","105,","953,","TY,"
"02,","2019022306,","114N,","1432E,","115,","943,","TY,"
"02,","2019022306,","114N,","1432E,","115,","943,","TY,"
"02,","2019022306,","114N,","1432E,","115,","943,","TY,"
"02,","2019022310,","119N,","1429E,","145,","895,","ST,"
"02,","2019022310,","119N,","1429E,","145,","895,","ST,"
"02,","2019022310,","119N,","1429E,","145,","895,","ST,"
"02,","2019022312,","120N,","1428E,","140,","905,","ST,"
"02,","2019022312,","120N,","1428E,","140,","905,","ST,"
"02,","2019022312,","120N,","1428E,","140,","905,","ST,"
"02,","2019022318,","124N,","1424E,","130,","929,","ST,"
"02,","2019022318,","124N,","1424E,","130,","929,","ST,"
"02,","2019022318,","124N,","1424E,","130,","929,","ST,"
"02,","2019022400,","126N,","1421E,","120,","939,","TY,"
"02,","2019022400,","126N,","1421E,","120,","939,","TY,"
"02,","2019022400,","126N,","1421E,","120,","939,","TY,"
"02,","2019022406,","129N,","1417E,","110,","948,","TY,"
"02,","2019022406,","129N,","1417E,","110,","948,","TY,"
"02,","2019022406,","129N,","1417E,","110,","948,","TY,"
"02,","2019022412,","130N,","1411E,","105,","954,","TY,"
"02,","2019022412,","130N,","1411E,","105,","954,","TY,"
"02,","2019022412,","130N,","1411E,","105,","954,","TY,"
"02,","2019022418,","131N,","1407E,","115,","944,","TY,"
"02,","2019022418,","131N,","1407E,","115,","944,","TY,"
"02,","2019022418,","131N,","1407E,","115,","944,","TY,"
"02,","2019022500,","134N,","1404E,","125,","935,","TY,"
"02,","2019022500,","134N,","1404E,","125,","935,","TY,"
"02,","2019022500,","134N,","1404E,","125,","935,","TY,"
"02,","2019022506,","138N,","1402E,","140,","918,","ST,"
"02,","2019022506,","138N,","1402E,","140,","918,","ST,"
"02,","2019022506,","138N,","1402E,","140,","918,","ST,"
"02,","2019022512,","142N,","1401E,","135,","923,","ST,"
"02,","2019022512,","142N,","1401E,","135,","923,","ST,"
"02,","2019022512,","142N,","1401E,","135,","923,","ST,"
"02,","2019022518,","146N,","1399E,","125,","934,","TY,"
"02,","2019022518,","146N,","1399E,","125,","934,","TY,"
"02,","2019022518,","146N,","1399E,","125,","934,","TY,"
"02,","2019022600,","149N,","1399E,","120,","940,","TY,"
"02,","2019022600,","149N,","1399E,","120,","940,","TY,"
"02,","2019022600,","149N,","1399E,","120,","940,","TY,"
"02,","2019022606,","152N,","1399E,","115,","945,","TY,"
"02,","2019022606,","152N,","1399E,","115,","945,","TY,"
"02,","2019022606,","152N,","1399E,","115,","945,","TY,"
"02,","2019022612,","154N,","1401E,","105,","955,","TY,"
"02,","2019022612,","154N,","1401E,","105,","955,","TY,"
"02,","2019022612,","154N,","1401E,","105,","955,","TY,"
"02,","2019022618,","156N,","1401E,","90,","966,","TY,"
"02,","2019022618,","156N,","1401E,","90,","966,","TY,"
"02,","2019022618,","156N,","1401E,","90,","966,","TY,"
"02,","2019022700,","158N,","1401E,","85,","971,","TY,"
"02,","2019022700,","158N,","1401E,","85,","971,","TY,"
"02,","2019022700,","158N,","1401E,","85,","971,","TY,"
"02,","2019022706,","162N,","1399E,","75,","980,","TY,"
"02,","2019022706,","162N,","1399E,","75,","980,","TY,"
"02,","2019022706,","162N,","1399E,","75,","980,","TY,"
"02,","2019022712,","164N,","1390E,","50,","996,","TS,"
"02,","2019022712,","164N,","1390E,","50,","996,","TS,"
"02,","2019022718,","167N,","1378E,","35,","1003,","TS,"
"02,","2019022800,","171N,","1367E,","30,","1007,","TD,"
"02,","2019022806,","175N,","1356E,","25,","1008,","TD,"
"02,","2019022812,","181N,","1349E,","20,","1011,","DB,"
"02,","2019022818,","185N,","1346E,","20,","1008,","DB,"
"02,","2019030100,","190N,","1343E,","20,","1010,","DB,"
"03,","2019031118,","37N,","1605E,","10,","1009,","LO,"
"03,","2019031200,","40N,","1594E,","15,","1009,","LO,"
"03,","2019031206,","42N,","1585E,","15,","1008,","LO,"
"03,","2019031212,","45N,","1575E,","15,","1008,","WV,"
"03,","2019031218,","48N,","1566E,","15,","1008,","WV,"
"03,","2019031300,","53N,","1553E,","20,","1007,","WV,"
"03,","2019031306,","57N,","1539E,","20,","1006,","WV,"
"03,","2019031312,","60N,","1525E,","20,","1006,","WV,"
"03,","2019031318,","65N,","1511E,","20,","1006,","WV,"
"03,","2019031400,","70N,","1498E,","20,","1005,","WV,"
"03,","2019031406,","75N,","1483E,","20,","1005,","WV,"
"03,","2019031412,","77N,","1469E,","20,","1005,","WV,"
"03,","2019031418,","79N,","1456E,","20,","1006,","DB,"
"03,","2019031500,","80N,","1442E,","25,","1001,","TD,"
"03,","2019031506,","80N,","1430E,","25,","1006,","TD,"
"03,","2019031512,","79N,","1419E,","25,","1006,","TD,"
"03,","2019031518,","78N,","1409E,","30,","1003,","TD,"
"03,","2019031600,","77N,","1399E,","30,","1005,","TD,"
"03,","2019031606,","76N,","1387E,","30,","1005,","TD,"
"03,","2019031612,","75N,","1375E,","30,","1003,","TD,"
"03,","2019031618,","74N,","1361E,","30,","1005,","TD,"
"03,","2019031700,","74N,","1348E,","30,","1005,","TD,"
"03,","2019031706,","75N,","1337E,","35,","1004,","TS,"
"03,","2019031712,","73N,","1328E,","30,","1004,","TD,"
"03,","2019031718,","71N,","1314E,","25,","1007,","TD,"
"03,","2019031800,","68N,","1300E,","25,","1008,","TD,"
"03,","2019031806,","67N,","1287E,","25,","1007,","TD,"
"03,","2019031812,","66N,","1275E,","25,","1006,","TD,"
"03,","2019031818,","66N,","1262E,","20,","1007,","DB,"
"03,","2019031900,","66N,","1246E,","20,","1006,","DB,"
"03,","2019031906,","67N,","1231E,","15,","1010,","DB,"
"03,","2019031912,","68N,","1221E,","15,","1010,","DB,"
"04,","2019062700,","103N,","1372E,","15,","1006,","DB,"
"04,","2019062706,","107N,","1361E,","15,","1005,","DB,"
"04,","2019062712,","113N,","1353E,","20,","1006,","DB,"
"04,","2019062718,","117N,","1347E,","20,","1006,","DB,"
"04,","2019062800,","123N,","1342E,","25,","1004,","TD,"
"04,","2019062806,","129N,","1340E,","25,","1003,","TD,"
"04,","2019062812,","133N,","1333E,","25,","1003,","TD,"
"04,","2019062818,","137N,","1327E,","25,","1003,","TD,"
"04,","2019062900,","140N,","1321E,","30,","1002,","TD,"
"04,","2019062906,","144N,","1317E,","30,","1002,","TD,"
"04,","2019062912,","148N,","1312E,","35,","998,","TS,"
"04,","2019062918,","154N,","1302E,","30,","1004,","TD,"
"04,","2019063000,","160N,","1292E,","25,","1004,","TD,"
"04,","2019063006,","171N,","1277E,","25,","1005,","TD,"
"04,","2019063012,","190N,","1265E,","20,","1004,","DB,"
"04,","2019063018,","200N,","1254E,","15,","1008,","DB,"
"04,","2019070100,","212N,","1240E,","15,","1008,","DB,"
"04,","2019070106,","223N,","1224E,","15,","1008,","DB,"
"05,","2019070106,","181N,","1144E,","15,","1001,","MD,"
"05,","2019070112,","180N,","1140E,","15,","1000,","MD,"
"05,","2019070118,","180N,","1136E,","20,","999,","MD,"
"05,","2019070200,","184N,","1133E,","20,","999,","MD,"
"05,","2019070206,","187N,","1124E,","20,","999,","MD,"
"05,","2019070212,","189N,","1113E,","20,","999,","MD,"
"05,","2019070218,","191N,","1103E,","20,","999,","MD,"
"05,","2019070300,","188N,","1090E,","25,","997,","TD,"
"05,","2019070306,","185N,","1081E,","35,","993,","TS,"
"05,","2019070312,","197N,","1077E,","35,","992,","TS,"
"05,","2019070318,","201N,","1069E,","30,","995,","TD,"
"05,","2019070400,","205N,","1062E,","25,","996,","TD,"
"05,","2019070406,","215N,","1054E,","20,","998,","DB,"
"05,","2019070412,","226N,","1050E,","15,","1000,","DB,"
"06,","2019071412,","150N,","1351E,","15,","1008,","DB,"
"06,","2019071418,","154N,","1340E,","20,","1006,","DB,"
"06,","2019071500,","157N,","1332E,","20,","1006,","DB,"
"06,","2019071506,","163N,","1322E,","20,","1000,","DB,"
"06,","2019071512,","167N,","1306E,","20,","1000,","DB,"
"06,","2019071518,","167N,","1286E,","20,","997,","MD,"
"06,","2019071600,","166N,","1263E,","25,","996,","MD,"
"06,","2019071606,","169N,","1248E,","30,","993,","MD,"
"06,","2019071612,","173N,","1238E,","30,","995,","MD,"
"06,","2019071618,","173N,","1233E,","30,","994,","MD,"
"06,","2019071700,","181N,","1235E,","30,","993,","MD,"
"06,","2019071706,","190N,","1237E,","30,","998,","TD,"
"06,","2019071712,","205N,","1240E,","35,","998,","TS,"
"06,","2019071718,","220N,","1241E,","35,","990,","TS,"
"06,","2019071800,","239N,","1243E,","40,","988,","TS,"
"06,","2019071806,","256N,","1240E,","40,","987,","TS,"
"06,","2019071812,","269N,","1237E,","45,","984,","TS,"
"06,","2019071818,","282N,","1237E,","45,","984,","TS,"
"06,","2019071900,","290N,","1240E,","40,","986,","TS,"
"06,","2019071906,","302N,","1244E,","40,","986,","TS,"
"06,","2019071912,","317N,","1249E,","40,","987,","TS,"
"06,","2019071918,","331N,","1253E,","35,","990,","TS,"
"06,","2019072000,","342N,","1256E,","30,","991,","TD,"
"06,","2019072006,","349N,","1258E,","30,","992,","TD,"
"06,","2019072012,","357N,","1263E,","25,","992,","TD,"
"06,","2019072018,","363N,","1278E,","20,","997,","DB,"
"06,","2019072100,","375N,","1293E,","25,","999,","TD,"
"06,","2019072106,","391N,","1309E,","20,","995,","DB,"
"06,","2019072112,","409N,","1306E,","20,","1007,","DB,"
"07,","2019072400,","232N,","1365E,","20,","1004,","DB,"
"07,","2019072406,","235N,","1375E,","20,","1004,","DB,"
"07,","2019072412,","243N,","1378E,","20,","1004,","DB,"
"07,","2019072418,","253N,","1378E,","25,","1004,","TD,"
"07,","2019072500,","263N,","1376E,","30,","1000,","TD,"
"07,","2019072506,","265N,","1375E,","30,","1000,","TD,"
"07,","2019072512,","277N,","1369E,","35,","999,","TS,"
"07,","2019072518,","285N,","1372E,","35,","997,","TS,"
"07,","2019072600,","297N,","1371E,","35,","998,","TS,"
"07,","2019072606,","309N,","1362E,","35,","999,","TS,"
"07,","2019072612,","320N,","1358E,","35,","998,","TS,"
"07,","2019072618,","333N,","1360E,","35,","991,","TS,"
"07,","2019072700,","347N,","1365E,","30,","1000,","TD,"
"07,","2019072706,","355N,","1369E,","25,","1003,","TD,"
"07,","2019072712,","362N,","1377E,","20,","1005,","DB,"
"08,","2019072900,","159N,","1170E,","15,","1010,","DB,"
"08,","2019072906,","164N,","1168E,","15,","1010,","DB,"
"08,","2019072912,","168N,","1166E,","15,","1010,","DB,"
"08,","2019072918,","172N,","1160E,","15,","1003,","DB,"
"08,","2019073000,","175N,","1154E,","15,","1002,","DB,"
"08,","2019073006,","177N,","1148E,","20,","1001,","DB,"
"08,","2019073012,","179N,","1143E,","25,","997,","TD,"
"08,","2019073018,","182N,","1140E,","25,","997,","TD,"
"08,","2019073100,","186N,","1135E,","30,","995,","TD,"
"08,","2019073106,","191N,","1129E,","35,","997,","TS,"
"08,","2019073112,","193N,","1122E,","35,","996,","TS,"
"08,","2019073118,","197N,","1115E,","40,","995,","TS,"
"08,","2019080100,","201N,","1111E,","40,","989,","TS,"
"08,","2019080106,","208N,","1111E,","45,","989,","TS,"
"08,","2019080109,","212N,","1107E,","45,","989,","TS,"
"08,","2019080112,","214N,","1102E,","40,","992,","TS,"
"08,","2019080118,","212N,","1095E,","35,","996,","TS,"
"08,","2019080200,","212N,","1093E,","40,","994,","TS,"
"08,","2019080206,","214N,","1090E,","50,","986,","TS,"
"08,","2019080206,","214N,","1090E,","50,","986,","TS,"
"08,","2019080212,","215N,","1084E,","55,","983,","TS,"
"08,","2019080212,","215N,","1084E,","55,","983,","TS,"
"08,","2019080218,","214N,","1074E,","55,","984,","TS,"
"08,","2019080218,","214N,","1074E,","55,","984,","TS,"
"08,","2019080300,","213N,","1067E,","40,","989,","TS,"
"08,","2019080306,","210N,","1060E,","30,","995,","TD,"
"08,","2019080312,","206N,","1052E,","25,","997,","TD,"
"08,","2019080318,","202N,","1044E,","20,","997,","DB,"
"09,","2019080106,","182N,","1548E,","20,","1003,","DB,"
"09,","2019080112,","189N,","1540E,","25,","1002,","TD,"
"09,","2019080118,","195N,","1533E,","25,","1003,","TD,"
"09,","2019080200,","203N,","1528E,","35,","998,","TS,"
"09,","2019080206,","209N,","1520E,","35,","997,","TS,"
"09,","2019080212,","219N,","1512E,","40,","996,","TS,"
"09,","2019080218,","231N,","1501E,","40,","992,","TS,"
"09,","2019080300,","243N,","1486E,","40,","996,","TS,"
"09,","2019080306,","254N,","1473E,","45,","994,","TS,"
"09,","2019080312,","260N,","1459E,","45,","994,","TS,"
"09,","2019080318,","267N,","1442E,","50,","988,","TS,"
"09,","2019080400,","275N,","1431E,","50,","990,","TS,"
"09,","2019080406,","285N,","1416E,","55,","986,","TS,"
"09,","2019080412,","291N,","1397E,","55,","985,","TS,"
"09,","2019080418,","298N,","1380E,","60,","981,","TS,"
"09,","2019080418,","298N,","1380E,","60,","981,","TS,"
"09,","2019080500,","304N,","1362E,","60,","982,","TS,"
"09,","2019080500,","304N,","1362E,","60,","982,","TS,"
"09,","2019080506,","307N,","1345E,","65,","978,","TY,"
"09,","2019080506,","307N,","1345E,","65,","978,","TY,"
"09,","2019080512,","312N,","1329E,","70,","974,","TY,"
"09,","2019080512,","312N,","1329E,","70,","974,","TY,"
"09,","2019080518,","317N,","1319E,","80,","966,","TY,"
"09,","2019080518,","317N,","1319E,","80,","966,","TY,"
"09,","2019080518,","317N,","1319E,","80,","966,","TY,"
"09,","2019080600,","329N,","1307E,","65,","976,","TY,"
"09,","2019080600,","329N,","1307E,","65,","976,","TY,"
"09,","2019080600,","329N,","1307E,","65,","976,","TY,"
"09,","2019080606,","342N,","1299E,","55,","985,","TS,"
"09,","2019080606,","342N,","1299E,","55,","985,","TS,"
"09,","2019080612,","354N,","1293E,","45,","995,","TS,"
"09,","2019080618,","368N,","1288E,","35,","994,","TS,"
"09,","2019080700,","381N,","1287E,","30,","996,","TD,"
"09,","2019080706,","392N,","1290E,","30,","996,","TD,"
"09,","2019080712,","400N,","1300E,","25,","999,","EX,"
"09,","2019080718,","411N,","1317E,","25,","1000,","EX,"
"09,","2019080800,","419N,","1343E,","25,","1000,","EX,"
"09,","2019080806,","421N,","1368E,","25,","1000,","EX,"
"10,","2019080312,","154N,","1338E,","20,","1007,","MD,"
"10,","2019080318,","155N,","1324E,","25,","1004,","MD,"
"10,","2019080400,","161N,","1316E,","25,","998,","TD,"
"10,","2019080406,","169N,","1315E,","30,","997,","TD,"
"10,","2019080412,","177N,","1311E,","40,","995,","TS,"
"10,","2019080418,","184N,","1307E,","40,","992,","TS,"
"10,","2019080500,","187N,","1302E,","45,","990,","TS,"
"10,","2019080506,","189N,","1297E,","45,","989,","TS,"
"10,","2019080509,","188N,","1293E,","45,","989,","TS,"
"10,","2019080512,","185N,","1293E,","45,","989,","TS,"
"10,","2019080518,","186N,","1292E,","45,","986,","TS,"
"10,","2019080521,","187N,","1294E,","50,","984,","TS,"
"10,","2019080521,","187N,","1294E,","50,","984,","TS,"
"10,","2019080600,","189N,","1294E,","50,","983,","TS,"
"10,","2019080600,","189N,","1294E,","50,","983,","TS,"
"10,","2019080606,","192N,","1291E,","55,","981,","TS,"
"10,","2019080606,","192N,","1291E,","55,","981,","TS,"
"10,","2019080612,","193N,","1286E,","65,","975,","TY,"
"10,","2019080612,","193N,","1286E,","65,","975,","TY,"
"10,","2019080612,","193N,","1286E,","65,","975,","TY,"
"10,","2019080618,","195N,","1284E,","70,","970,","TY,"
"10,","2019080618,","195N,","1284E,","70,","970,","TY,"
"10,","2019080618,","195N,","1284E,","70,","970,","TY,"
"10,","2019080700,","203N,","1282E,","80,","963,","TY,"
"10,","2019080700,","203N,","1282E,","80,","963,","TY,"
"10,","2019080700,","203N,","1282E,","80,","963,","TY,"
"10,","2019080706,","210N,","1277E,","90,","955,","TY,"
"10,","2019080706,","210N,","1277E,","90,","955,","TY,"
"10,","2019080706,","210N,","1277E,","90,","955,","TY,"
"10,","2019080712,","216N,","1270E,","115,","933,","TY,"
"10,","2019080712,","216N,","1270E,","115,","933,","TY,"
"10,","2019080712,","216N,","1270E,","115,","933,","TY,"
"10,","2019080718,","221N,","1264E,","120,","925,","TY,"
"10,","2019080718,","221N,","1264E,","120,","925,","TY,"
"10,","2019080718,","221N,","1264E,","120,","925,","TY,"
"10,","2019080800,","227N,","1260E,","125,","916,","TY,"
"10,","2019080800,","227N,","1260E,","125,","916,","TY,"
"10,","2019080800,","227N,","1260E,","125,","916,","TY,"
"10,","2019080806,","237N,","1254E,","130,","912,","ST,"
"10,","2019080806,","237N,","1254E,","130,","912,","ST,"
"10,","2019080806,","237N,","1254E,","130,","912,","ST,"
"10,","2019080812,","244N,","1249E,","135,","905,","ST,"
"10,","2019080812,","244N,","1249E,","135,","905,","ST,"
"10,","2019080812,","244N,","1249E,","135,","905,","ST,"
"10,","2019080818,","254N,","1245E,","130,","904,","ST,"
"10,","2019080818,","254N,","1245E,","130,","904,","ST,"
"10,","2019080818,","254N,","1245E,","130,","904,","ST,"
"10,","2019080900,","264N,","1234E,","120,","911,","TY,"
"10,","2019080900,","264N,","1234E,","120,","911,","TY,"
"10,","2019080900,","264N,","1234E,","120,","911,","TY,"
"10,","2019080906,","270N,","1225E,","105,","925,","TY,"
"10,","2019080906,","270N,","1225E,","105,","925,","TY,"
"10,","2019080906,","270N,","1225E,","105,","925,","TY,"
"10,","2019080912,","276N,","1220E,","100,","931,","TY,"
"10,","2019080912,","276N,","1220E,","100,","931,","TY,"
"10,","2019080912,","276N,","1220E,","100,","931,","TY,"
"10,","2019080918,","284N,","1214E,","90,","939,","TY,"
"10,","2019080918,","284N,","1214E,","90,","939,","TY,"
"10,","2019080918,","284N,","1214E,","90,","939,","TY,"
"10,","2019081000,","292N,","1209E,","75,","953,","TY,"
"10,","2019081000,","292N,","1209E,","75,","953,","TY,"
"10,","2019081000,","292N,","1209E,","75,","953,","TY,"
"10,","2019081006,","301N,","1205E,","60,","965,","TS,"
"10,","2019081006,","301N,","1205E,","60,","965,","TS,"
"10,","2019081012,","308N,","1206E,","55,","969,","TS,"
"10,","2019081012,","308N,","1206E,","55,","969,","TS,"
"10,","2019081018,","317N,","1209E,","50,","968,","TS,"
"10,","2019081018,","317N,","1209E,","50,","968,","TS,"
"10,","2019081100,","332N,","1208E,","40,","977,","TS,"
"10,","2019081106,","347N,","1200E,","40,","984,","TS,"
"10,","2019081112,","363N,","1202E,","40,","982,","TS,"
"10,","2019081118,","375N,","1202E,","35,","980,","SS,"
"11,","2019080400,","155N,","1466E,","15,","1010,","DB,"
"11,","2019080406,","161N,","1469E,","15,","1010,","DB,"
"11,","2019080412,","167N,","1469E,","15,","1010,","DB,"
"11,","2019080418,","169N,","1463E,","20,","1000,","DB,"
"11,","2019080500,","168N,","1457E,","20,","1001,","DB,"
"11,","2019080506,","168N,","1451E,","20,","1000,","DB,"
"11,","2019080512,","171N,","1448E,","25,","999,","MD,"
"11,","2019080518,","173N,","1444E,","25,","999,","TD,"
"11,","2019080600,","177N,","1438E,","35,","995,","TS,"
"11,","2019080606,","184N,","1430E,","40,","991,","TS,"
"11,","2019080612,","189N,","1424E,","50,","986,","TS,"
"11,","2019080618,","197N,","1420E,","60,","978,","TS,"
"11,","2019080618,","197N,","1420E,","60,","978,","TS,"
"11,","2019080700,","206N,","1417E,","65,","975,","TY,"
"11,","2019080700,","206N,","1417E,","65,","975,","TY,"
"11,","2019080700,","206N,","1417E,","65,","975,","TY,"
"11,","2019080706,","211N,","1414E,","75,","969,","TY,"
"11,","2019080706,","211N,","1414E,","75,","969,","TY,"
"11,","2019080706,","211N,","1414E,","75,","969,","TY,"
"11,","2019080712,","215N,","1410E,","75,","968,","TY,"
"11,","2019080712,","215N,","1410E,","75,","968,","TY,"
"11,","2019080712,","215N,","1410E,","75,","968,","TY,"
"11,","2019080718,","217N,","1408E,","80,","962,","TY,"
"11,","2019080718,","217N,","1408E,","80,","962,","TY,"
"11,","2019080718,","217N,","1408E,","80,","962,","TY,"
"11,","2019080800,","220N,","1406E,","90,","955,","TY,"
"11,","2019080800,","220N,","1406E,","90,","955,","TY,"
"11,","2019080800,","220N,","1406E,","90,","955,","TY,"
"11,","2019080806,","220N,","1405E,","100,","946,","TY,"
"11,","2019080806,","220N,","1405E,","100,","946,","TY,"
"11,","2019080806,","220N,","1405E,","100,","946,","TY,"
"11,","2019080812,","220N,","1408E,","100,","945,","TY,"
"11,","2019080812,","220N,","1408E,","100,","945,","TY,"
"11,","2019080812,","220N,","1408E,","100,","945,","TY,"
"11,","2019080818,","220N,","1410E,","95,","948,","TY,"
"11,","2019080818,","220N,","1410E,","95,","948,","TY,"
